Link of Listing,Home Type,City,Address,Status,Price,Broker Name
https://www.zillow.com/homedetails/473-Avenue-Of-The-Americas-APT-1-New-York-NY-10011/2062005828_zpid/,MULTI_FAMILY,Manhattan,"473 Avenue Of The Americas APT 1, New York, NY 10011",For Sale by Agent,"$5,950,000",Avison Young New York LLC
https://www.zillow.com/homedetails/308-E-30th-St-New-York-NY-10016/31508934_zpid/,MULTI_FAMILY,Manhattan,"308 E 30th St, New York, NY 10016",For Sale by Agent,"$6,250,000",Douglas Elliman
https://www.zillow.com/homedetails/4-W-90th-St-New-York-NY-10024/2107856831_zpid/,TOWNHOUSE,Manhattan,"4 W 90th St, New York, NY 10024",For Sale by Agent,"$8,495,000",Leslie J. Garfield
https://www.zillow.com/homedetails/73-Bedford-St-New-York-NY-10014/31499136_zpid/,MULTI_FAMILY,Manhattan,"73 Bedford St, New York, NY 10014",For Sale by Agent,"$11,900,000",Leslie J. Garfield
https://www.zillow.com/homedetails/23-Beekman-Pl-New-York-NY-10022/2077674646_zpid/,MULTI_FAMILY,Manhattan,"23 Beekman Pl, New York, NY 10022",For Sale by Agent,"$18,000,000",Corcoran
https://www.zillow.com/homedetails/56-E-1st-St-New-York-NY-10003/31496560_zpid/,TOWNHOUSE,Manhattan,"56 E 1st St, New York, NY 10003",For Sale by Agent,"$13,250,000",Leslie J. Garfield
https://www.zillow.com/homedetails/1-W-119th-St-New-York-NY-10026/31547035_zpid/,TOWNHOUSE,Manhattan,"1 W 119th St, New York, NY 10026",For Sale by Agent,"$3,199,999","Berat Associates, PLLC"
https://www.zillow.com/homedetails/110-E-37th-St-New-York-NY-10016/2063149548_zpid/,MULTI_FAMILY,Manhattan,"110 E 37th St, New York, NY 10016",For Sale by Agent,"$5,900,000","Jones Lang Lasalle Americas, Inc."
https://www.zillow.com/homedetails/1698-Lexington-Ave-UNIT-1-New-York-NY-10029/2057569598_zpid/,MULTI_FAMILY,Manhattan,"1698 Lexington Ave UNIT 1, New York, NY 10029",For Sale by Agent,"$2,499,999",5 Boro Realty Corp
https://www.zillow.com/homedetails/111-W-132nd-St-New-York-NY-10027/2055315578_zpid/,TOWNHOUSE,Manhattan,"111 W 132nd St, New York, NY 10027",For Sale by Agent,"$1,850,000",Harlem Lofts
https://www.zillow.com/homedetails/761-Greenwich-St-New-York-NY-10014/31501623_zpid/,MULTI_FAMILY,Manhattan,"761 Greenwich St, New York, NY 10014",For Sale by Agent,"$7,500,000",Brown Harris Stevens
https://www.zillow.com/homedetails/74-Mac-Dougal-St-New-York-NY-10012/31497824_zpid/,MULTI_FAMILY,Manhattan,"74 Mac Dougal St, New York, NY 10012",For Sale by Agent,"$6,995,000",Compass
https://www.zillow.com/homedetails/452-W-144th-St-New-York-NY-10031/31552894_zpid/,TOWNHOUSE,Manhattan,"452 W 144th St, New York, NY 10031",For Sale by Agent,"$2,600,000",Sotheby's International Realty
https://www.zillow.com/homedetails/144-W-119th-St-New-York-NY-10026/2061456204_zpid/,MULTI_FAMILY,Manhattan,"144 W 119th St, New York, NY 10026",For Sale by Agent,"$3,487,150",Douglas Elliman
https://www.zillow.com/homedetails/248-E-32nd-St-New-York-NY-10016/2065683834_zpid/,TOWNHOUSE,Manhattan,"248 E 32nd St, New York, NY 10016",For Sale by Agent,"$6,397,362",Leslie J. Garfield
https://www.zillow.com/homedetails/311-W-91st-St-New-York-NY-10024/31526642_zpid/,MULTI_FAMILY,Manhattan,"311 W 91st St, New York, NY 10024",For Sale by Agent,"$6,995,000",SERHANT.
https://www.zillow.com/homedetails/162-Chambers-St-New-York-NY-10007/31493465_zpid/,MULTI_FAMILY,Manhattan,"162 Chambers St, New York, NY 10007",For Sale by Agent,"$15,795,000",Koriny NYC LLC
https://www.zillow.com/homedetails/160-E-63rd-St-New-York-NY-10065/31534439_zpid/,SINGLE_FAMILY,Manhattan,"160 E 63rd St, New York, NY 10065",For Sale by Agent,"$14,000,000",Douglas Elliman
https://www.zillow.com/homedetails/887-Saint-Nicholas-Ave-New-York-NY-10032/31553160_zpid/,MULTI_FAMILY,Manhattan,"887 Saint Nicholas Ave, New York, NY 10032",For Sale by Agent,"$3,175,000",Douglas Elliman
https://www.zillow.com/homedetails/154-E-85th-St-New-York-NY-10028/31541271_zpid/,TOWNHOUSE,Manhattan,"154 E 85th St, New York, NY 10028",For Sale by Agent,"$9,500,000",Level Group
https://www.zillow.com/homedetails/234-W-138th-St-New-York-NY-10030/31552428_zpid/,TOWNHOUSE,Manhattan,"234 W 138th St, New York, NY 10030",For Sale by Agent,"$2,995,000",Sotheby's International Realty
https://www.zillow.com/homedetails/413-W-145th-St-FLOOR-2-New-York-NY-10031/2054522858_zpid/,MULTI_FAMILY,Manhattan,"413 W 145th St FLOOR 2, New York, NY 10031",For Sale by Agent,"$3,200,000",Compass
https://www.zillow.com/homedetails/152-E-74th-St-New-York-NY-10021/65294358_zpid/,TOWNHOUSE,Manhattan,"152 E 74th St, New York, NY 10021",For Sale by Agent,"$14,000,000",Oxford Property Group
https://www.zillow.com/homedetails/216-E-117th-St-New-York-NY-10035/31546648_zpid/,MULTI_FAMILY,Manhattan,"216 E 117th St, New York, NY 10035",For Sale by Agent,"$1,850,000",Compass
https://www.zillow.com/homedetails/414-Riverside-Dr-New-York-NY-10025/2060795650_zpid/,TOWNHOUSE,Manhattan,"414 Riverside Dr, New York, NY 10025",For Sale by Agent,"$7,999,000",Corcoran
https://www.zillow.com/homedetails/115-E-81st-St-New-York-NY-10028/31541210_zpid/,SINGLE_FAMILY,Manhattan,"115 E 81st St, New York, NY 10028",For Sale by Agent,"$8,350,000",Brown Harris Stevens
https://www.zillow.com/homedetails/2074-5th-Ave-New-York-NY-10035/31547200_zpid/,MULTI_FAMILY,Manhattan,"2074 5th Ave, New York, NY 10035",For Sale by Agent,"$1,900,000",Investment Property Realty Group
https://www.zillow.com/community/one-wall-street/2061571632_zpid/,SINGLE_FAMILY,Manhattan,"Residence 2308 Plan, One Wall Street",New Construction Spec,"$3,815,000+",One Wall Street
https://www.zillow.com/homedetails/308-E-30th-St-New-York-NY-10016/31508934_zpid/,MULTI_FAMILY,Manhattan,"308 E 30th St, New York, NY 10016",For Sale by Agent,"$6,250,000",Douglas Elliman
https://www.zillow.com/homedetails/413-W-145th-St-FLOOR-2-New-York-NY-10031/2054522858_zpid/,MULTI_FAMILY,Manhattan,"413 W 145th St FLOOR 2, New York, NY 10031",For Sale by Agent,"$3,200,000",Compass
https://www.zillow.com/homedetails/887-Saint-Nicholas-Ave-New-York-NY-10032/31553160_zpid/,MULTI_FAMILY,Manhattan,"887 Saint Nicholas Ave, New York, NY 10032",For Sale by Agent,"$3,175,000",Douglas Elliman
https://www.zillow.com/homedetails/392-West-St-New-York-NY-10014/2054866754_zpid/,MULTI_FAMILY,Manhattan,"392 West St, New York, NY 10014",For Sale by Agent,"$5,400,000",Corcoran
https://www.zillow.com/homedetails/319-W-137th-St-New-York-NY-10030/31552572_zpid/,MULTI_FAMILY,Manhattan,"319 W 137th St, New York, NY 10030",For Sale by Agent,"$2,275,000",Brown Harris Stevens
https://www.zillow.com/homedetails/21-W-121st-St-APT-1-New-York-NY-10027/2088906882_zpid/,MULTI_FAMILY,Manhattan,"21 W 121st St APT 1, New York, NY 10027",For Sale by Agent,"$3,790,000",Nest Seekers International
https://www.zillow.com/homedetails/2099-5th-Ave-New-York-NY-10035/83934490_zpid/,MULTI_FAMILY,Manhattan,"2099 5th Ave, New York, NY 10035",For Sale by Agent,"$4,845,000","Christie's International Real Estate Group, LLC"
https://www.zillow.com/homedetails/48-E-73rd-St-New-York-NY-10021/31533816_zpid/,TOWNHOUSE,Manhattan,"48 E 73rd St, New York, NY 10021",For Sale by Agent,"$8,300,000",DeRuscio Commercial LLC
https://www.zillow.com/homedetails/552-W-148th-St-New-York-NY-10031/31553256_zpid/,TOWNHOUSE,Manhattan,"552 W 148th St, New York, NY 10031",For Sale by Agent,"$1,350,000",Invictus Property Advisors LLC
https://www.zillow.com/homedetails/53-E-126th-St-New-York-NY-10035/2081649678_zpid/,TOWNHOUSE,Manhattan,"53 E 126th Street, New York, NY 10035",For Sale by Agent,"$1,600,000",Greene Realty Group
https://www.zillow.com/homedetails/340-E-9th-St-APT-1-New-York-NY-10003/2132567015_zpid/,MULTI_FAMILY,Manhattan,"340 E 9th St APT 1, New York, NY 10003",For Sale by Agent,"$12,250,000",Cushman & Wakefield Realty of Manhattan LLC
https://www.zillow.com/homedetails/351-W-48th-St-E-New-York-NY-10036/2054926180_zpid/,MULTI_FAMILY,Manhattan,"351 W 48th St #E, New York, NY 10036",For Sale by Agent,"$7,195,000",Sterling Holdings
https://www.zillow.com/homedetails/473-Avenue-Of-The-Americas-APT-1-New-York-NY-10011/2062005828_zpid/,MULTI_FAMILY,Manhattan,"473 Avenue Of The Americas APT 1, New York, NY 10011",For Sale by Agent,"$5,950,000",Avison Young New York LLC
https://www.zillow.com/homedetails/414-Riverside-Dr-New-York-NY-10025/2060795650_zpid/,TOWNHOUSE,Manhattan,"414 Riverside Dr, New York, NY 10025",For Sale by Agent,"$7,999,000",Corcoran
https://www.zillow.com/homedetails/549-W-149th-St-New-York-NY-10031/143181218_zpid/,MULTI_FAMILY,Manhattan,"549 W 149th St, New York, NY 10031",For Sale by Agent,"$3,595,000",Coldwell Banker Warburg
https://www.zillow.com/homedetails/957-Saint-Nicholas-Ave-New-York-NY-10032/31553435_zpid/,MULTI_FAMILY,Manhattan,"957 Saint Nicholas Ave, New York, NY 10032",For Sale by Agent,"$1,600,000",Riverside NYC Realty LLC
https://www.zillow.com/homedetails/122-W-131st-St-New-York-NY-10027/2077691566_zpid/,MULTI_FAMILY,Manhattan,"122 W 131st St, New York, NY 10027",For Sale by Agent,"$2,175,000",Burkesworks Properties
https://www.zillow.com/homedetails/867-Riverside-Dr-New-York-NY-10032/2094281608_zpid/,MULTI_FAMILY,Manhattan,"867 Riverside Dr, New York, NY 10032",For Sale by Agent,"$2,690,000",Highline Residential
https://www.zillow.com/homedetails/235-W-138th-St-New-York-NY-10030/2056995533_zpid/,MULTI_FAMILY,Manhattan,"235 W 138th St, New York, NY 10030",For Sale by Agent,"$2,295,000",Brooklyn Bound Realty
https://www.zillow.com/homedetails/6-Hancock-Pl-New-York-NY-10027/2089759336_zpid/,TOWNHOUSE,Manhattan,"6 Hancock Pl, New York, NY 10027",For Sale by Agent,"$10,000,000",SERHANT.
https://www.zillow.com/homedetails/38-E-Broadway-38-New-York-NY-10002/2056279448_zpid/,MULTI_FAMILY,Manhattan,"38 E Broadway #38, New York, NY 10002",For Sale by Agent,"$5,888,000",Century 21 New Golden Age Realty
https://www.zillow.com/homedetails/38-E-70th-St-New-York-NY-10021/31533687_zpid/,MULTI_FAMILY,Manhattan,"38 E 70th St, New York, NY 10021",For Sale by Agent,"$11,950,000",Sotheby's International Realty
https://www.zillow.com/homedetails/159-Rivington-St-New-York-NY-10002/31495721_zpid/,MULTI_FAMILY,Manhattan,"159 Rivington St, New York, NY 10002",For Sale by Agent,"$6,995,000",Douglas Elliman
https://www.zillow.com/homedetails/232-E-84th-St-New-York-NY-10028/31542757_zpid/,MULTI_FAMILY,Manhattan,"232 E 84th St, New York, NY 10028",For Sale by Agent,"$6,500,000",E Realty International Corp
https://www.zillow.com/homedetails/502-E-118th-St-New-York-NY-10035/31546972_zpid/,MULTI_FAMILY,Manhattan,"502 E 118th St, New York, NY 10035",For Sale by Agent,"$2,750,000",Corcoran
https://www.zillow.com/homedetails/118-Mulberry-St-New-York-NY-10013/2056112803_zpid/,SINGLE_FAMILY,Manhattan,"118 Mulberry St, New York, NY 10013",For Sale by Agent,"$4,990,000",Century 21 Homefront Realty
https://www.zillow.com/homedetails/129-W-117th-St-New-York-NY-10026/55503352_zpid/,MULTI_FAMILY,Manhattan,"129 W 117th St, New York, NY 10026",For Sale by Agent,"$2,950,000",Compass
https://www.zillow.com/homedetails/333-E-116th-St-New-York-NY-10029/31546862_zpid/,MULTI_FAMILY,Manhattan,"333 E 116th St, New York, NY 10029",For Sale by Agent,"$1,795,000",Coldwell Banker Warburg
https://www.zillow.com/homedetails/149-Rivington-St-2FAM-New-York-NY-10002/2059118808_zpid/,MULTI_FAMILY,Manhattan,"149 Rivington St #2FAM, New York, NY 10002",For Sale by Agent,"$4,495,000",REAL New York
https://www.zillow.com/community/one-wall-street/2061571629_zpid/,SINGLE_FAMILY,Manhattan,"Residence 4101 Plan, One Wall Street",New Construction Spec,"$10,500,000+",One Wall Street
https://www.zillow.com/homedetails/242-E-40th-St-New-York-NY-10016/2092114854_zpid/,MULTI_FAMILY,Manhattan,"242 E 40th St, New York, NY 10016",For Sale by Agent,"$4,289,000",Oxford Property Group
https://www.zillow.com/homedetails/12-W-131st-St-New-York-NY-10037/2056265198_zpid/,MULTI_FAMILY,Manhattan,"12 W 131st St, New York, NY 10037",For Sale by Agent,"$1,700,000",Peter Ashe
https://www.zillow.com/homedetails/23-E-127th-St-New-York-NY-10035/2139038715_zpid/,MULTI_FAMILY,Manhattan,"23 E 127th St, New York, NY 10035",For Sale by Agent,"$3,475,000",Brown Harris Stevens
https://www.zillow.com/homedetails/208-W-15th-St-TOWNHOUSE-New-York-NY-10011/2058197170_zpid/,MULTI_FAMILY,Manhattan,"208 W 15th St #TOWNHOUSE, New York, NY 10011",For Sale by Agent,"$4,995,000",Stephen P. Wald
https://www.zillow.com/homedetails/144-W-37th-St-New-York-NY-10018/2064292041_zpid/,MULTI_FAMILY,Manhattan,"144 W 37th St, New York, NY 10018",For Sale by Agent,"$22,000,000",KS Homes NY
https://www.zillow.com/homedetails/539-W-141st-St-New-York-NY-10031/31553221_zpid/,MULTI_FAMILY,Manhattan,"539 W 141st St, New York, NY 10031",For Sale by Agent,"$1,975,000",Harlem Lofts
https://www.zillow.com/homedetails/475-W-144th-St-New-York-NY-10031/31552903_zpid/,TOWNHOUSE,Manhattan,"475 W 144th St, New York, NY 10031",For Sale by Agent,"$2,695,000",Dean Bailey Agency
https://www.zillow.com/homedetails/239-E-116th-St-New-York-NY-10029/31546643_zpid/,MULTI_FAMILY,Manhattan,"239 E 116th St, New York, NY 10029",For Sale by Agent,"$1,950,000",Mauro Bros Real Estate Services LLC
https://www.zillow.com/homedetails/474-W-145th-St-New-York-NY-10031/31552918_zpid/,MULTI_FAMILY,Manhattan,"474 W 145th St, New York, NY 10031",For Sale by Agent,"$2,249,000",Harlem Lofts
https://www.zillow.com/homedetails/236-E-60th-St-New-York-NY-10022/2143975258_zpid/,TOWNHOUSE,Manhattan,"236 E 60th St, New York, NY 10022",For Sale by Agent,"$5,300,000",Berkshire Hathaway HomeServices New York Properties
https://www.zillow.com/homedetails/343-Pleasant-Ave-New-York-NY-10035/31547514_zpid/,MULTI_FAMILY,Manhattan,"343 Pleasant Ave, New York, NY 10035",For Sale by Agent,"$2,100,000",Platinum Properties
https://www.zillow.com/homedetails/6-Hancock-Pl-New-York-NY-10027/2089759336_zpid/,TOWNHOUSE,Manhattan,"6 Hancock Pl, New York, NY 10027",For Sale by Agent,"$10,000,000",SERHANT.
https://www.zillow.com/homedetails/23-E-127th-St-New-York-NY-10035/2139038715_zpid/,MULTI_FAMILY,Manhattan,"23 E 127th St, New York, NY 10035",For Sale by Agent,"$3,475,000",Brown Harris Stevens
https://www.zillow.com/homedetails/51-E-126th-St-New-York-NY-10035/2054429353_zpid/,MULTI_FAMILY,Manhattan,"51 E 126th Street, New York, NY 10035",For Sale by Agent,"$1,279,900",Douglas Elliman Real Estate
https://www.zillow.com/homedetails/112-E-123rd-St-New-York-NY-10035/31547451_zpid/,MULTI_FAMILY,Manhattan,"112 E 123rd St, New York, NY 10035",For Sale by Agent,"$2,750,000",Nest Seekers International
https://www.zillow.com/homedetails/12-W-131st-St-New-York-NY-10037/2056265198_zpid/,MULTI_FAMILY,Manhattan,"12 W 131st St, New York, NY 10037",For Sale by Agent,"$1,700,000",Peter Ashe
https://www.zillow.com/homedetails/315-W-139th-St-New-York-NY-10030/31552641_zpid/,MULTI_FAMILY,Manhattan,"315 W 139th St, New York, NY 10030",For Sale by Agent,"$1,800,000",Compass
https://www.zillow.com/community/one-wall-street/2061571627_zpid/,SINGLE_FAMILY,Manhattan,"Residence 3306 Plan, One Wall Street",New Construction Spec,"$4,350,000+",One Wall Street
https://www.zillow.com/homedetails/458-W-51st-St-BLD-New-York-NY-10019/2065573201_zpid/,MULTI_FAMILY,Manhattan,"458 W 51st St #BLD, New York, NY 10019",For Sale by Agent,"$4,999,000",Compass
https://www.zillow.com/homedetails/62-E-131st-St-New-York-NY-10037/143169954_zpid/,MULTI_FAMILY,Manhattan,"62 E 131st St, New York, NY 10037",For Sale by Agent,"$3,250,000","Besen Partners, LLC"
https://www.zillow.com/homedetails/159-Rivington-St-New-York-NY-10002/31495721_zpid/,MULTI_FAMILY,Manhattan,"159 Rivington St, New York, NY 10002",For Sale by Agent,"$6,995,000",Douglas Elliman
https://www.zillow.com/homedetails/539-W-141st-St-New-York-NY-10031/31553221_zpid/,MULTI_FAMILY,Manhattan,"539 W 141st St, New York, NY 10031",For Sale by Agent,"$1,975,000",Harlem Lofts
https://www.zillow.com/homedetails/282-Hudson-St-New-York-NY-10013/31499088_zpid/,MULTI_FAMILY,Manhattan,"282 Hudson St, New York, NY 10013",For Sale by Agent,"$7,950,000",Avison Young New York LLC
https://www.zillow.com/homedetails/250-W-137th-St-New-York-NY-10030/2144399952_zpid/,MULTI_FAMILY,Manhattan,"250 W 137th St, New York, NY 10030",For Sale by Agent,"$2,699,900",Island Advantage Realty
https://www.zillow.com/homedetails/52-W-28th-St-New-York-NY-10001/2091648936_zpid/,MULTI_FAMILY,Manhattan,"52 W 28th St, New York, NY 10001",For Sale by Agent,"$8,999,000",EXP Realty NYC
https://www.zillow.com/homedetails/310-W-82nd-St-New-York-NY-10024/2099953022_zpid/,MULTI_FAMILY,Manhattan,"310 W 82nd St, New York, NY 10024",For Sale by Agent,"$4,499,000",Douglas Elliman
https://www.zillow.com/homedetails/453-W-148th-St-1-New-York-NY-10031/2071917914_zpid/,MULTI_FAMILY,Manhattan,"453 W 148th St #1, New York, NY 10031",For Sale by Agent,"$2,300,000",Highline Residential
https://www.zillow.com/homedetails/404-W-22nd-St-MF-New-York-NY-10011/2054478749_zpid/,MULTI_FAMILY,Manhattan,"404 W 22nd St #MF, New York, NY 10011",For Sale by Agent,"$4,950,000",Matthews Real Estate Investment Services Inc
https://www.zillow.com/community/one-wall-street/2061571629_zpid/,SINGLE_FAMILY,Manhattan,"Residence 4101 Plan, One Wall Street",New Construction Spec,"$10,500,000+",One Wall Street
https://www.zillow.com/homedetails/261-W-132nd-St-New-York-NY-10027/339572726_zpid/,MULTI_FAMILY,Manhattan,"261 W 132nd St, New York, NY 10027",For Sale by Agent,"$3,099,000",Brown Harris Stevens
https://www.zillow.com/homedetails/133-W-136th-St-New-York-NY-10030/245083805_zpid/,MULTI_FAMILY,Manhattan,"133 W 136th St, New York, NY 10030",For Sale by Agent,"$2,299,000",Michel Madie Real Estate Services
https://www.zillow.com/homedetails/328-E-30th-St-New-York-NY-10016/31508929_zpid/,MULTI_FAMILY,Manhattan,"328 E 30th St, New York, NY 10016",For Sale by Agent,"$5,400,000",Vandenberg
https://www.zillow.com/homedetails/180-E-73rd-St-New-York-NY-10021/2102526998_zpid/,TOWNHOUSE,Manhattan,"180 E 73rd St, New York, NY 10021",For Sale by Agent,"$13,650,000",Leslie J. Garfield
https://www.zillow.com/homedetails/730-Saint-Nicholas-Ave-New-York-NY-10031/31552833_zpid/,MULTI_FAMILY,Manhattan,"730 Saint Nicholas Ave, New York, NY 10031",For Sale by Agent,"$3,595,000",Corcoran
https://www.zillow.com/community/one-wall-street/2061571636_zpid/,SINGLE_FAMILY,Manhattan,"Residence 605 Plan, One Wall Street",New Construction Spec,"$2,550,000+",One Wall Street
https://www.zillow.com/homedetails/1390-Lexington-Ave-New-York-NY-10128/143159528_zpid/,MULTI_FAMILY,Manhattan,"1390 Lexington Ave, New York, NY 10128",For Sale by Agent,"$4,100,000",Compass
https://www.zillow.com/homedetails/7-W-126th-St-1-New-York-NY-10027/2056008641_zpid/,MULTI_FAMILY,Manhattan,"7 W 126th St #1, New York, NY 10027",For Sale by Agent,"$1,625,000",Perry Associates NYC Inc
https://www.zillow.com/community/one-wall-street/2061571637_zpid/,SINGLE_FAMILY,Manhattan,"Residence 714 Plan, One Wall Street",New Construction Spec,"$1,130,000+",One Wall Street
https://www.zillow.com/community/belnord/2076852385_zpid/,SINGLE_FAMILY,Manhattan,"908 Plan, The Belnord",New Construction Spec,"$6,400,000+",Belnord Partners
https://www.zillow.com/community/one-wall-street/2061571630_zpid/,SINGLE_FAMILY,Manhattan,"Residence 2209 Plan, One Wall Street",New Construction Spec,"$2,760,000+",One Wall Street
https://www.zillow.com/homedetails/318-Lexington-Ave-New-York-NY-10016/31507407_zpid/,MULTI_FAMILY,Manhattan,"318 Lexington Ave, New York, NY 10016",For Sale by Agent,"$3,995,000",Berkshire Hathaway HomeServices New York Properties
https://www.zillow.com/homedetails/352-W-123rd-St-New-York-NY-10027/2058012749_zpid/,MULTI_FAMILY,Manhattan,"352 W 123rd St, New York, NY 10027",For Sale by Agent,"$4,999,000",JRGOMES PROPERTIES LLC
https://www.zillow.com/community/belnord/2076852390_zpid/,SINGLE_FAMILY,Manhattan,"1109 Plan, The Belnord",New Construction Spec,"$6,600,000+",Belnord Partners
https://www.zillow.com/homedetails/747-Saint-Nicholas-Ave-1-New-York-NY-10031/2058827458_zpid/,TOWNHOUSE,Manhattan,"747 Saint Nicholas Ave #1, New York, NY 10031",For Sale by Agent,"$3,200,000",Nami New York Property LLC
https://www.zillow.com/community/belnord/2076852389_zpid/,SINGLE_FAMILY,Manhattan,"410 Plan, The Belnord",New Construction Spec,"$5,800,000+",Belnord Partners
https://www.zillow.com/community/belnord/2076852386_zpid/,SINGLE_FAMILY,Manhattan,"804 Plan, The Belnord",New Construction Spec,"$8,400,000+",Belnord Partners
https://www.zillow.com/homedetails/1889-Lexington-Ave-12FAM-New-York-NY-10035/2065726212_zpid/,MULTI_FAMILY,Manhattan,"1889 Lexington Ave #12FAM, New York, NY 10035",For Sale by Agent,"$1,995,000",Oxford Property Group
https://www.zillow.com/homedetails/527-W-113th-St-New-York-NY-10025/2092348749_zpid/,MULTI_FAMILY,Manhattan,"527 W 113th St, New York, NY 10025",For Sale by Agent,"$6,500,000",Corcoran
https://www.zillow.com/homedetails/195-Edgecombe-Ave-New-York-NY-10030/31552805_zpid/,MULTI_FAMILY,Manhattan,"195 Edgecombe Ave, New York, NY 10030",For Sale by Agent,"$2,250,000",Compass
https://www.zillow.com/homedetails/2117-5th-Ave-New-York-NY-10035/2083565774_zpid/,MULTI_FAMILY,Manhattan,"2117 5th Avenue, New York, NY 10035",For Sale by Agent,"$3,200,000",Keller Williams Realty NYC Grp
https://www.zillow.com/homedetails/736-Saint-Nicholas-Ave-New-York-NY-10031/143180556_zpid/,MULTI_FAMILY,Manhattan,"736 Saint Nicholas Ave, New York, NY 10031",For Sale by Agent,"$2,150,000",AlbaSan Real Estate LLC
https://www.zillow.com/homedetails/154-E-105th-St-New-York-NY-10029/2055018184_zpid/,MULTI_FAMILY,Manhattan,"154 E 105th Street, New York, NY 10029",For Sale by Agent,"$4,000,000",Coldwell Banker Reliable
https://www.zillow.com/homedetails/730-Saint-Nicholas-Ave-New-York-NY-10031/31552833_zpid/,MULTI_FAMILY,Manhattan,"730 Saint Nicholas Ave, New York, NY 10031",For Sale by Agent,"$3,595,000",Corcoran
https://www.zillow.com/homedetails/154-E-105th-St-New-York-NY-10029/2055018184_zpid/,MULTI_FAMILY,Manhattan,"154 E 105th Street, New York, NY 10029",For Sale by Agent,"$4,000,000",Coldwell Banker Reliable
https://www.zillow.com/homedetails/2296-2nd-Ave-APT-1-New-York-NY-10035/2104744367_zpid/,MULTI_FAMILY,Manhattan,"2296 2nd Ave APT 1, New York, NY 10035",For Sale by Agent,"$3,980,000",E Realty International Corp
https://www.zillow.com/homedetails/160-E-105th-St-New-York-NY-10029/31546389_zpid/,MULTI_FAMILY,Manhattan,"160 E 105th St, New York, NY 10029",For Sale by Agent,"$6,600,000",Coldwell Banker Reliable Real Estate
https://www.zillow.com/homedetails/305-W-123rd-St-New-York-NY-10027/143178892_zpid/,MULTI_FAMILY,Manhattan,"305 W 123rd St, New York, NY 10027",For Sale by Agent,"$2,179,000",Brown Harris Stevens
https://www.zillow.com/community/belnord/2076852387_zpid/,SINGLE_FAMILY,Manhattan,"306 Plan, The Belnord",New Construction Spec,"$6,450,000+",Belnord Partners
https://www.zillow.com/homedetails/18-W-127th-St-APT-1-New-York-NY-10027/2061747062_zpid/,MULTI_FAMILY,Manhattan,"18 W 127th St APT 1, New York, NY 10027",For Sale by Agent,"$2,500,000",R New York
https://www.zillow.com/homedetails/104-W-113th-St-New-York-NY-10026/31547584_zpid/,MULTI_FAMILY,Manhattan,"104 W 113th St, New York, NY 10026",For Sale by Agent,"$3,100,000",AlbaSan Real Estate LLC
https://www.zillow.com/homedetails/36-E-73rd-St-New-York-NY-10021/31533826_zpid/,MULTI_FAMILY,Manhattan,"36 E 73rd St, New York, NY 10021",For Sale by Agent,"$10,900,000",Corcoran
https://www.zillow.com/homedetails/195-Edgecombe-Ave-New-York-NY-10030/31552805_zpid/,MULTI_FAMILY,Manhattan,"195 Edgecombe Ave, New York, NY 10030",For Sale by Agent,"$2,250,000",Compass
https://www.zillow.com/community/belnord/2076852385_zpid/,SINGLE_FAMILY,Manhattan,"908 Plan, The Belnord",New Construction Spec,"$6,400,000+",Belnord Partners
https://www.zillow.com/homedetails/447-W-22nd-St-New-York-NY-10011/31502170_zpid/,MULTI_FAMILY,Manhattan,"447 W 22nd St, New York, NY 10011",For Sale by Agent,"$6,500,000",Bien Realty Ltd
https://www.zillow.com/homedetails/2283-1st-Ave-New-York-NY-10035/31546880_zpid/,MULTI_FAMILY,Manhattan,"2283 1st Ave, New York, NY 10035",For Sale by Agent,"$2,400,000",SPORN GROUP LLC
https://www.zillow.com/homedetails/227-Edgecombe-Ave-New-York-NY-10030/31552800_zpid/,MULTI_FAMILY,Manhattan,"227 Edgecombe Ave, New York, NY 10030",For Sale by Agent,"$2,900,000",Oxford Property Group
https://www.zillow.com/community/one-wall-street/2061571630_zpid/,SINGLE_FAMILY,Manhattan,"Residence 2209 Plan, One Wall Street",New Construction Spec,"$2,760,000+",One Wall Street
https://www.zillow.com/homedetails/511-W-144th-St-New-York-NY-10031/2107873567_zpid/,MULTI_FAMILY,Manhattan,"511 W 144th St, New York, NY 10031",For Sale by Agent,"$1,595,000",Brown Harris Stevens
https://www.zillow.com/homedetails/25-Hamilton-Ter-1-New-York-NY-10031/2061990710_zpid/,TOWNHOUSE,Manhattan,"25 Hamilton Ter #1, New York, NY 10031",For Sale by Agent,"$2,850,000",JRGOMES PROPERTIES LLC
https://www.zillow.com/homedetails/573-W-183rd-St-New-York-NY-10033/2091971558_zpid/,MULTI_FAMILY,Manhattan,"573 W 183rd St, New York, NY 10033",For Sale by Agent,"$4,500,000",Douglas Elliman
https://www.zillow.com/homedetails/350-E-120th-St-1-New-York-NY-10035/2068733497_zpid/,MULTI_FAMILY,Manhattan,"350 E 120th St #1, New York, NY 10035",For Sale by Agent,"$2,395,000",Oxford Property Group
https://www.zillow.com/homedetails/449-W-22nd-St-New-York-NY-10011/31502169_zpid/,MULTI_FAMILY,Manhattan,"449 W 22nd St, New York, NY 10011",For Sale by Agent,"$7,500,000",Bien Realty Ltd
